"postcode","latitude","longitude"
"BL0 9TD","53.631474","-2.333643"
"BL0 9TE","53.629467","-2.331511"
"BL0 9TF","53.629675","-2.330771"
"BL0 9TG","53.627856","-2.331435"
"BL0 9TH","53.632269","-2.335328"
"BL0 9TJ","53.650194","-2.317982"
"BL0 9TL","53.629967","-2.329518"
"BL0 9TN","53.629515","-2.330377"
"BL0 9TP","53.630371","-2.329401"
"BL0 9TQ","53.635669","-2.324784"
"BL0 9TR","53.630608","-2.32851"
"BL0 9TS","53.629711","-2.327808"
"BL0 9TT","53.629547","-2.325175"
"BL0 9TU","53.630531","-2.326907"
"BL0 9TW","53.629731","-2.330061"
"BL0 9TX","53.631051","-2.32741"
"BL0 9TY","53.631321","-2.327276"
"BL0 9TZ","53.631858","-2.328263"
"BL0 9UA","53.631834","-2.327053"
"BL0 9UB","53.629924","-2.32539"
"BL0 9UD","53.629249","-2.322406"
"BL0 9UE","53.628588","-2.324261"
"BL0 9UF","53.628154","-2.324938"
"BL0 9UG","53.626707","-2.321933"
"BL0 9UH","53.62892","-2.324399"
"BL0 9UJ","53.627923","-2.324014"
"BL0 9UL","53.628151","-2.323063"
"BL0 9UN","53.626601","-2.32385"
"BL0 9UP","53.625695","-2.323543"
"BL0 9UQ","53.627173","-2.322269"
"BL0 9UR","53.624339","-2.323366"
"BL0 9US","53.626617","-2.324622"
"BL0 9UT","53.626425","-2.326195"
"BL0 9UU","53.626694","-2.326696"
"BL0 9UW","53.625738","-2.324541"
"BL0 9UX","53.627324","-2.326368"
"BL0 9UY","53.628381","-2.327525"
"BL0 9UZ","53.627348","-2.327215"
"BL0 9WA","53.628931","-2.33013"
"BL0 9WB","53.628043","-2.329519"
"BL0 9WD","53.629454","-2.329575"
"BL0 9WE","53.640655","-2.32181"
"BL0 9WF","53.63854","-2.326591"
"BL0 9WG","53.641336","-2.323209"
"BL0 9WH","53.641449","-2.321259"
"BL0 9WJ","53.638646","-2.327317"
"BL0 9XA","53.625743","-2.325963"
"BL0 9XB","53.625332","-2.325143"
"BL0 9XD","53.627089","-2.323387"
"BL0 9XE","53.630892","-2.326199"
"BL0 9XF","53.630328","-2.32562"
"BL0 9XG","53.6253","-2.326957"
"BL0 9XH","53.627319","-2.324947"
"BL0 9XJ","53.626499","-2.329008"
"BL0 9XP","53.640584","-2.32886"
"BL0 9XQ","53.624814","-2.327135"
"BL0 9XU","53.640149","-2.326754"
"BL0 9YB","53.652125","-2.318738"
"BL0 9YE","53.653351","-2.317249"
"BL0 9YF","53.653365","-2.318898"
"BL0 9YG","53.652337","-2.32001"
"BL0 9YH","53.636807","-2.319409"
"BL0 9YJ","53.637913","-2.319462"
"BL0 9YL","53.639435","-2.318097"
"BL0 9YN","53.635685","-2.31884"
"BL0 9YP","53.636234","-2.315306"
"BL0 9YQ","53.646978","-2.317383"
"BL0 9YR","53.635447","-2.330302"
"BL0 9YS","53.635969","-2.330019"
"BL0 9YU","53.634618","-2.317728"
"BL0 9YW","53.635995","-2.317028"
"BL0 9YX","53.63607","-2.316166"
"BL0 9YY","53.636069","-2.3129"
"BL0 9ZN","53.648881","-2.321769"
"BL0 9ZP","53.646287","-2.316984"
"BL1 1AP","53.577569","-2.425089"
"BL1 1AQ","53.578021","-2.42674"
"BL1 1AR","53.577469","-2.430419"
"BL1 1AS","53.578021","-2.42674"
"BL1 1AT","53.577533","-2.42749"
"BL1 1AU","53.579121","-2.425374"
"BL1 1AW","53.579247","-2.432821"
"BL1 1BB","53.579009","-2.433861"
"BL1 1BD","53.579593","-2.43142"
"BL1 1BG","53.579806","-2.429686"
"BL1 1BH","53.579864","-2.429326"
"BL1 1BL","53.57992","-2.428737"
"BL1 1BN","53.58012","-2.427954"
"BL1 1BQ","53.580067","-2.429779"
"BL1 1BR","53.579967","-2.427542"
"BL1 1BU","53.579161","-2.429196"
"BL1 1DA","53.578721","-2.429161"
"BL1 1DB","53.579128","-2.428895"
"BL1 1DD","53.579255","-2.428064"
"BL1 1DF","53.57925","-2.427583"
"BL1 1DG","53.579168","-2.427187"
"BL1 1DR","53.57829","-2.426317"
"BL1 1DW","53.578165","-2.426922"
"BL1 1DY","53.578574","-2.425643"
"BL1 1EA","53.578689","-2.428088"
"BL1 1EB","53.578789","-2.425675"
"BL1 1EE","53.578742","-2.426233"
"BL1 1EJ","53.578895","-2.42578"
"BL1 1EL","53.579063","-2.426506"
"BL1 1ES","53.577291","-2.424769"
"BL1 1ET","53.577307","-2.424767"
"BL1 1EX","53.578479","-2.434417"
"BL1 1EZ","53.578378","-2.432558"
"BL1 1FH","53.588488","-2.425425"
"BL1 1HA","53.578996","-2.432441"
"BL1 1HH","53.579436","-2.427613"
"BL1 1HJ","53.579389","-2.426421"
"BL1 1HL","53.579408","-2.425588"
"BL1 1HQ","53.579509","-2.429969"
"BL1 1HR","53.579946","-2.42582"
"BL1 1HU","53.579946","-2.42582"
"BL1 1HX","53.579783","-2.424295"
"BL1 1JL","53.577773","-2.427686"
"BL1 1JN","53.577533","-2.42749"
"BL1 1JT","53.577526","-2.426566"
"BL1 1JU","53.578913","-2.431325"
"BL1 1JW","53.588488","-2.425425"
"BL1 1JZ","53.577882","-2.428128"
"BL1 1LD","53.577846","-2.428037"
"BL1 1LE","53.577503","-2.42832"
"BL1 1LF","53.577887","-2.428548"
"BL1 1LL","53.57737","-2.427805"
"BL1 1LN","53.577111","-2.427516"
"BL1 1LR","53.577039","-2.42753"
"BL1 1LS","53.57691","-2.428465"
"BL1 1LT","53.577861","-2.428852"
"BL1 1LY","53.579773","-2.424582"
"BL1 1NB","53.577031","-2.42972"
"BL1 1NE","53.577167","-2.428873"
"BL1 1NH","53.576775","-2.427948"
"BL1 1NJ","53.576692","-2.428295"
"BL1 1NP","53.576984","-2.42721"
"BL1 1NR","53.576701","-2.426545"
"BL1 1NS","53.575359","-2.426786"
"BL1 1NT","53.576613","-2.426076"
"BL1 1PB","53.575693","-2.428783"
"BL1 1PE","53.575839","-2.428817"
"BL1 1PJ","53.578602","-2.422607"
"BL1 1PP","53.578169","-2.425168"
"BL1 1PQ","53.57493","-2.42914"
"BL1 1PR","53.578431","-2.425339"
"BL1 1PS","53.579013","-2.422805"
"BL1 1PT","53.57811","-2.424611"
"BL1 1PX","53.577759","-2.424728"
"BL1 1PZ","53.578356","-2.423601"
"BL1 1QD","53.577001","-2.425642"
"BL1 1QJ","53.576647","-2.425999"
"BL1 1QN","53.577621","-2.425573"
"BL1 1QQ","53.577277","-2.426385"
"BL1 1QY","53.578731","-2.431746"
"BL1 1QZ","53.579182","-2.431388"
"BL1 1RD","53.579111","-2.430464"
"BL1 1RE","53.579239","-2.430633"
"BL1 1RF","53.579168","-2.429875"
"BL1 1RJ","53.578372","-2.429099"
"BL1 1RS","53.578067","-2.42852"
"BL1 1RT","53.577969","-2.428914"
"BL1 1RU","53.578232","-2.430774"
"BL1 1RX","53.588504","-2.425423"
"BL1 1RZ","53.577531","-2.43004"
"BL1 1SA","53.577385","-2.431294"
"BL1 1SB","53.577316","-2.430523"
"BL1 1SE","53.577385","-2.431294"
"BL1 1SJ","53.576514","-2.431074"
"BL1 1SN","53.576399","-2.429832"
"BL1 1SQ","53.576864","-2.431198"
"BL1 1SU","53.578203","-2.433689"
"BL1 1SW","53.576016","-2.429634"
"BL1 1SX","53.577345","-2.432291"
"BL1 1SY","53.575501","-2.432255"
"BL1 1TD","53.577011","-2.43221"
"BL1 1TJ","53.57649","-2.432554"
"BL1 1TP","53.576514","-2.431074"
"BL1 1TQ","53.57649","-2.432554"
"BL1 1TS","53.580115","-2.426411"
"BL1 1TU","53.581061","-2.425832"
"BL1 1TY","53.580882","-2.423581"
"BL1 1TZ","53.580366","-2.424012"
"BL1 1UA","53.578587","-2.431895"
"BL1 1UG","53.581698","-2.420914"
"BL1 1UH","53.581507","-2.422183"
"BL1 1UN","53.582423","-2.421963"
"BL1 1UR","53.577071","-2.430549"
"BL1 1US","53.577469","-2.430419"
"BL1 1UT","53.588488","-2.425425"
"BL1 1UU","53.578603","-2.431893"
"BL1 1WT","53.588488","-2.425425"
"BL1 1YA","53.57993","-2.425822"
"BL1 2AA","53.579897","-2.432558"
"BL1 2AB","53.579746","-2.432179"
"BL1 2AD","53.580263","-2.430765"
"BL1 2AF","53.579829","-2.430864"
"BL1 2AH","53.579933","-2.430067"
"BL1 2AL","53.581308","-2.429655"
"BL1 2AN","53.580096","-2.42916"
"BL1 2AP","53.581296","-2.430471"
"BL1 2AQ","53.579805","-2.430639"
"BL1 2AR","53.580659","-2.429951"
"BL1 2AS","53.580638","-2.430827"
"BL1 2AX","53.581113","-2.431967"
"BL1 2AY","53.578947","-2.43424"
"BL1 2AZ","53.580646","-2.436204"
"BL1 2BB","53.580091","-2.436185"
"BL1 2BE","53.581684","-2.430037"
"BL1 2BG","53.580353","-2.435705"
"BL1 2BJ","53.581466","-2.431275"
"BL1 2BN","53.581754","-2.431173"
"BL1 2BP","53.58681","-2.437357"
"BL1 2BQ","53.581773","-2.427802"
"BL1 2BS","53.581561","-2.432167"
"BL1 2BX","53.581689","-2.43161"
"BL1 2BY","53.58134","-2.433585"
"WN2 3BW","53.53533","-2.58695"
"WN2 3BX","53.534333","-2.581339"
"WN2 3BY","53.534378","-2.5814"
"WN2 3DA","53.539048","-2.585326"
"WN2 3DB","53.537491","-2.589453"
"WN2 3DD","53.537752","-2.58973"
"WN2 3DE","53.537388","-2.58888"
"WN2 3DF","53.536343","-2.585621"
"WN2 3DG","53.536863","-2.584074"
"WN2 3DN","53.53699","-2.585826"
"WN2 3DP","53.537593","-2.580071"
"WN2 3DR","53.538444","-2.589905"
"WN2 3DS","53.53239","-2.57232"
"WN2 3DT","53.53641","-2.577505"
"WN2 3DU","53.536241","-2.584035"
"WN2 3DW","53.535895","-2.581783"
"WN2 3DX","53.532016","-2.580824"
"WN2 3DY","53.531321","-2.581494"
"WN2 3DZ","53.531004","-2.582078"
"WN2 3EA","53.532909","-2.579764"
"WN2 3EB","53.533704","-2.579414"
"WN2 3ED","53.533815","-2.578873"
"WN2 3EE","53.531878","-2.57607"
"WN2 3EF","53.531766","-2.574589"
"WN2 3EG","53.53236","-2.576801"
"WN2 3EH","53.53216","-2.576601"
"WN2 3EJ","53.53089","-2.577641"
"WN2 3EL","53.53168","-2.577983"
"WN2 3EN","53.530982","-2.577325"
"WN2 3EP","53.530137","-2.577314"
"WN2 3EQ","53.533086","-2.575362"
"WN2 3ER","53.530937","-2.581021"
"WN2 3ES","53.531109","-2.578911"
"WN2 3ET","53.531764","-2.579176"
"WN2 3EU","53.532408","-2.579864"
"WN2 3EW","53.530416","-2.577152"
"WN2 3EX","53.530798","-2.576327"
"WN2 3EZ","53.532621","-2.580365"
"WN2 3FQ","53.534387","-2.584507"
"WN2 3FR","53.533784","-2.584695"
"WN2 3FS","53.523918","-2.594831"
"WN2 3FT","53.524301","-2.5955"
"WN2 3FU","53.535447","-2.577249"
"WN2 3FW","53.533468","-2.577569"
"WN2 3GD","53.52513","-2.593279"
"WN2 3HA","53.533004","-2.580989"
"WN2 3HB","53.533074","-2.581472"
"WN2 3HD","53.53275","-2.58106"
"WN2 3HE","53.532235","-2.582095"
"WN2 3HF","53.5323","-2.581628"
"WN2 3HG","53.532021","-2.581669"
"WN2 3HJ","53.531607","-2.58361"
"WN2 3HL","53.530038","-2.584705"
"WN2 3HN","53.52917","-2.585824"
"WN2 3HP","53.528525","-2.585378"
"WN2 3HQ","53.532102","-2.583571"
"WN2 3HR","53.527773","-2.584673"
"WN2 3HS","53.528719","-2.584158"
"WN2 3HT","53.529434","-2.585073"
"WN2 3HU","53.532967","-2.582707"
"WN2 3HW","53.528689","-2.584807"
"WN2 3HX","53.532196","-2.584568"
"WN2 3HY","53.532709","-2.584364"
"WN2 3HZ","53.532386","-2.58614"
"WN2 3JA","53.532968","-2.582904"
"WN2 3JB","53.53393","-2.582902"
"WN2 3JD","53.533142","-2.584008"
"WN2 3JE","53.534302","-2.582198"
"WN2 3JF","53.529766","-2.577897"
"WN2 3JG","53.529851","-2.577053"
"WN2 3JH","53.530481","-2.578646"
"WN2 3JJ","53.529183","-2.577587"
"WN2 3JL","53.529521","-2.5764"
"WN2 3JN","53.529921","-2.579242"
"WN2 3JP","53.530202","-2.580603"
"WN2 3JQ","53.529808","-2.578426"
"WN2 3JR","53.529589","-2.580851"
"WN2 3JS","53.530035","-2.581597"
"WN2 3JT","53.530988","-2.579784"
"WN2 3JU","53.529193","-2.581087"
"WN2 3JW","53.530107","-2.579697"
"WN2 3JX","53.530505","-2.584726"
"WN2 3JY","53.529477","-2.583656"
"WN2 3JZ","53.530137","-2.582941"
"WN2 3LA","53.536985","-2.577513"
"WN2 3LB","53.53882","-2.573554"
"WN2 3LD","53.537814","-2.574777"
"WN2 3LE","53.537112","-2.575372"
"WN2 3LF","53.533724","-2.582658"
"WN2 3LG","53.536543","-2.575983"
"WN2 3LH","53.531114","-2.583377"
"WN2 3LJ","53.537675","-2.572331"
"WN2 3LL","53.535846","-2.573227"
"WN2 3LN","53.535018","-2.573472"
"WN2 3LP","53.535595","-2.574551"
"WN2 3LQ","53.536936","-2.574721"
"WN2 3LR","53.534357","-2.572694"
"WN2 3LS","53.536827","-2.574326"
"WN2 3LT","53.535247","-2.572555"
"WN2 3LU","53.535332","-2.573159"
"WN2 3LW","53.534898","-2.57415"
"WN2 3LX","53.536038","-2.572521"
"WN2 3LZ","53.535613","-2.571353"
"WN2 3NA","53.53548","-2.570974"
"WN2 3NB","53.535046","-2.571451"
"WN2 3ND","53.535433","-2.571381"
"WN2 3NE","53.529048","-2.583062"
"WN2 3NF","53.528507","-2.581712"
"WN2 3NG","53.528484","-2.582737"
"WN2 3NH","53.535357","-2.572149"
"WN2 3NJ","53.536205","-2.570998"
"WN2 3NL","53.528785","-2.581791"
"WN2 3NN","53.535546","-2.56835"
"WN2 3NP","53.528974","-2.579938"
"WN2 3NQ","53.527846","-2.582638"
"WN2 3NR","53.528097","-2.580982"
"WN2 3NS","53.52848","-2.57797"
"WN2 3NT","53.528853","-2.5771"
"WN2 3NU","53.528584","-2.576915"
"WN2 3NW","53.53546","-2.565663"
"WN2 3NX","53.524573","-2.598732"
"WN2 3NY","53.531685","-2.582404"
"WN2 3PA","53.533321","-2.578186"
"WN2 3PD","53.533103","-2.576916"
"WN2 3PE","53.533635","-2.576516"
"WN2 3PF","53.534216","-2.57399"
"WN2 3PG","53.533968","-2.575012"
"WN2 3PH","53.534127","-2.573687"
"WN2 3PJ","53.533418","-2.573088"
"WN2 3PL","53.533433","-2.5741"
"WN2 3PN","53.532514","-2.57454"
"WN2 3PP","53.533401","-2.572816"
"WN2 3PQ","53.534465","-2.574052"
"WN2 3PR","53.530733","-2.571031"
"WN2 3PS","53.532679","-2.571962"
"WN2 3PT","53.531433","-2.571433"
"WN2 3PU","53.532992","-2.572404"
"WN2 3PW","53.53178","-2.573987"
"WN2 3PX","53.532448","-2.571537"
"WN2 3PY","53.531174","-2.570886"
"WN2 3QA","53.53116","-2.570071"
"WN2 3QB","53.531953","-2.567804"
"WN2 3QD","53.530552","-2.567589"
"WN2 3QE","53.531483","-2.568371"
"WN2 3QF","53.531727","-2.570094"
"WN2 3QG","53.532531","-2.5711"
"WN2 3QH","53.532538","-2.569547"
"WN2 3QJ","53.532456","-2.567916"
"WN2 3QL","53.532936","-2.567198"
"WN2 3QN","53.53418","-2.564575"
"WN2 3QP","53.533202","-2.567881"
"WN2 3QQ","53.532078","-2.570008"
"WN2 3QR","53.534649","-2.565984"
"WN2 3QS","53.534545","-2.569045"
"WN2 3QT","53.534927","-2.56988"
"WN2 3QU","53.533701","-2.572685"
"WN2 3QW","53.53433","-2.567051"
"WN2 3QX","53.534543","-2.571324"
"WN2 3QY","53.535353","-2.569177"
"WN2 3QZ","53.531419","-2.56671"
"WN2 3RA","53.533779","-2.576865"
"WN2 3RB","53.533381","-2.576904"
"WN2 3RD","53.530808","-2.573822"
"WN2 3RN","53.531617","-2.576112"
"WN2 3RR","53.531435","-2.576592"
"WN2 3RS","53.530674","-2.575873"
"WN2 3RT","53.526923","-2.57466"
"WN2 3RU","53.530428","-2.574678"
"WN2 3RW","53.528896","-2.573691"
"WN2 3RX","53.527464","-2.57423"
"WN2 3RY","53.527519","-2.573581"
"WN2 3SA","53.526992","-2.573319"
"WN2 3SB","53.522878","-2.574575"
"WN2 3SF","53.522121","-2.567476"
"WN2 3SG","53.522605","-2.57338"
"WN2 3SH","53.524262","-2.561426"
"WN2 3SP","53.528297","-2.571089"
"WN2 3SQ","53.522058","-2.573312"
"WN2 3SR","53.528407","-2.570683"
"WN2 3SS","53.528796","-2.572"
"WN2 3ST","53.522533","-2.575461"
"WN2 3SU","53.522014","-2.574986"
"WN2 3SW","53.521955","-2.574171"
"WN2 3SY","53.524924","-2.600985"
"WN2 3SZ","53.524704","-2.601736"
"WN2 3TA","53.523496","-2.597089"
"WN2 3TB","53.523258","-2.595681"
"WN2 3TD","53.524039","-2.596448"
"WN2 3TF","53.523471","-2.598506"
"WN2 3TG","53.523384","-2.597886"
"WN2 3TH","53.523712","-2.602356"
"WN2 3TJ","53.524343","-2.600329"
"WN2 3TL","53.524644","-2.599413"
"WN2 3TN","53.525071","-2.600369"
"WN2 3TP","53.525301","-2.599286"
"WN2 3TQ","53.524204","-2.601126"
"WN2 3TS","53.523442","-2.593543"
"WN2 3TT","53.524868","-2.595871"
"WN2 3TU","53.524695","-2.595973"
"WN2 3TW","53.524818","-2.600546"
"WN2 3TX","53.524811","-2.59486"
"WN2 3TY","53.525562","-2.593678"
"WN2 3TZ","53.52548","-2.593919"
"WN2 3UA","53.525624","-2.592065"
"WN2 3UB","53.52574","-2.592233"
"WN2 3UD","53.526253","-2.591605"
"WN2 3UF","53.526518","-2.591248"
"WN2 3UG","53.525233","-2.596676"
"WN2 3UH","53.524516","-2.598114"
"WN2 3UJ","53.523419","-2.597539"
"WN2 3UL","53.521243","-2.597735"
"WN2 3UN","53.524249","-2.593841"
"WN2 3UP","53.524189","-2.596932"
"WN2 3UQ","53.525066","-2.597275"
"WN2 3UR","53.527499","-2.572088"
"WN2 3US","53.528089","-2.572669"
"WN2 3UW","53.523738","-2.593562"
"WN2 3XA","53.530276","-2.570874"
"WN2 3XB","53.529619","-2.572826"
"WN2 3XD","53.529233","-2.567119"
"WN2 3XE","53.530004","-2.565711"
"WN2 3XF","53.529414","-2.570636"
"WN2 3XG","53.530071","-2.572274"
"WN2 3XH","53.525493","-2.565409"
"WN2 3XL","53.529236","-2.574073"
"WN2 3XN","53.528484","-2.565328"
"WN6 7TJ","53.545385","-2.646172"
"WN6 7TL","53.545638","-2.644863"
"WN6 7TN","53.545788","-2.645364"
"WN6 7TP","53.547083","-2.644658"
"WN6 7TR","53.556561","-2.661001"
"WN6 7TW","53.548905","-2.644158"
"WN6 8AA","53.583327","-2.68533"
"WN6 8AB","53.579955","-2.684006"
"WN6 8AD","53.580243","-2.685385"
"WN6 8AE","53.577398","-2.6862"
"WN6 8AF","53.578228","-2.68422"
"WN6 8AG","53.576216","-2.679158"
"WN6 8AH","53.575849","-2.685254"
"WN6 8AJ","53.571954","-2.684134"
"WN6 8AL","53.561039","-2.656842"
"WN6 8AN","53.57804","-2.687207"
"WN6 8AP","53.571395","-2.682902"
"WN6 8AQ","53.577415","-2.684887"
"WN6 8AR","53.572452","-2.685154"
"WN6 8AS","53.573736","-2.686926"
"WN6 8AT","53.573894","-2.684437"
"WN6 8AU","53.574224","-2.686436"
"WN6 8AW","53.56119","-2.657117"
"WN6 8AX","53.574468","-2.686198"
"WN6 8AY","53.574032","-2.688607"
"WN6 8AZ","53.573812","-2.687773"
"WN6 8BA","53.572684","-2.686894"
"WN6 8BB","53.572663","-2.687498"
"WN6 8BD","53.571956","-2.688453"
"WN6 8BE","53.570642","-2.688854"
"WN6 8BG","53.57123","-2.688079"
"WN6 8BH","53.575354","-2.688357"
"WN6 8BJ","53.576737","-2.687081"
"WN6 8BL","53.573919","-2.689421"
"WN6 8BN","53.575152","-2.6908"
"WN6 8BP","53.573361","-2.692644"
"WN6 8BQ","53.573764","-2.691457"
"WN6 8BS","53.576009","-2.688549"
"WN6 8BT","53.575255","-2.689941"
"WN6 8BU","53.576649","-2.688348"
"WN6 8BW","53.57721","-2.689157"
"WN6 8BX","53.576998","-2.68858"
"WN6 8BY","53.574085","-2.691825"
"WN6 8BZ","53.572504","-2.69284"
"WN6 8DA","53.576011","-2.683671"
"WN6 8DB","53.576211","-2.681575"
"WN6 8DD","53.576166","-2.68313"
"WN6 8DE","53.575168","-2.681618"
"WN6 8DF","53.575146","-2.680833"
"WN6 8DG","53.573531","-2.681819"
"WN6 8DH","53.572314","-2.682539"
"WN6 8DJ","53.572849","-2.683212"
"WN6 8DL","53.573322","-2.683839"
"WN6 8DN","53.578275","-2.713053"
"WN6 8DP","53.577933","-2.714618"
"WN6 8DQ","53.572939","-2.681718"
"WN6 8DR","53.578035","-2.714076"
"WN6 8DS","53.576686","-2.71425"
"WN6 8DT","53.575871","-2.713737"
"WN6 8DU","53.577298","-2.715513"
"WN6 8DW","53.576964","-2.714375"
"WN6 8DX","53.573772","-2.711497"
"WN6 8DY","53.573031","-2.710624"
"WN6 8DZ","53.574115","-2.712666"
"WN6 8EA","53.572711","-2.693131"
"WN6 8EB","53.57213","-2.695674"
"WN6 8ED","53.572468","-2.696344"
"WN6 8EE","53.571492","-2.695709"
"WN6 8EF","53.5711","-2.696548"
"WN6 8EG","53.570387","-2.697186"
"WN6 8EH","53.57002","-2.696862"
"WN6 8EJ","53.569347","-2.69658"
"WN6 8EL","53.568795","-2.697356"
"WN6 8EN","53.567468","-2.69824"
"WN6 8EP","53.574788","-2.711454"
"WN6 8EQ","53.568996","-2.69834"
"WN6 8ER","53.5763","-2.712642"
"WN6 8ES","53.573238","-2.704511"
"WN6 8ET","53.574041","-2.69942"
"WN6 8EU","53.569223","-2.709819"
"WN6 8EW","53.571424","-2.701204"
"WN6 8EX","53.573116","-2.709885"
"WN6 8EY","53.57511","-2.710191"
"WN6 8EZ","53.574162","-2.710854"
"WN6 8FN","53.559134","-2.667019"
"WN6 8FP","53.562449","-2.694141"
"WN6 8GA","53.567871","-2.690454"
"WN6 8GB","53.567646","-2.689243"
"WN6 8GD","53.565869","-2.688368"
"WN6 8GE","53.567026","-2.689233"
"WN6 8GF","53.567288","-2.690521"
"WN6 8GG","53.566496","-2.689179"
"WN6 8GH","53.566076","-2.688402"
"WN6 8GJ","53.565293","-2.68857"
"WN6 8GL","53.566406","-2.695399"
"WN6 8GN","53.565252","-2.687814"
"WN6 8HA","53.571105","-2.694238"
"WN6 8HB","53.571198","-2.69217"
"WN6 8HD","53.570748","-2.693779"
"WN6 8HE","53.570714","-2.691966"
"WN6 8HF","53.570355","-2.690269"
"WN6 8HG","53.570993","-2.690204"
"WN6 8HH","53.576247","-2.710965"
"WN6 8HJ","53.576079","-2.712019"
"WN6 8HL","53.568539","-2.696566"
"WN6 8HN","53.569211","-2.693799"
"WN6 8HP","53.568335","-2.694131"
"WN6 8HQ","53.569388","-2.692699"
"WN6 8HR","53.567581","-2.694316"
"WN6 8HS","53.56532","-2.695109"
"WN6 8HU","53.566072","-2.697235"
"WN6 8HW","53.568757","-2.695769"
"WN6 8HX","53.566032","-2.697869"
"WN6 8HY","53.565183","-2.697055"
"WN6 8HZ","53.56116","-2.694935"
"WN6 8JA","53.562355","-2.696495"
"WN6 8JB","53.560267","-2.696565"
"WN6 8JD","53.561579","-2.70308"
"WN6 8JE","53.564807","-2.696746"
"WN6 8JG","53.573739","-2.707872"
"WN6 8JH","53.561912","-2.665447"
"WN6 8JL","53.562962","-2.675187"
"WN6 8JN","53.558774","-2.665579"
"WN6 8JP","53.561034","-2.665961"
"WN6 8JR","53.561958","-2.663621"
"WN6 8JS","53.562438","-2.669351"
"WN6 8JT","53.562209","-2.668547"
"WN6 8JW","53.560311","-2.665543"
"WN6 8JX","53.562492","-2.66446"
"WN6 8JY","53.561702","-2.662681"
"WN6 8JZ","53.561154","-2.662627"
"WN6 8LA","53.560876","-2.664208"
"WN6 8LB","53.563226","-2.668231"
"WN6 8LD","53.561573","-2.66819"
"WN6 8LE","53.561295","-2.667959"
"WN6 8LF","53.560649","-2.669428"
"WN6 8LG","53.561731","-2.671982"
"WN6 8LH","53.562344","-2.671644"
"WN6 8LJ","53.561883","-2.674821"
"WN6 8LL","53.561741","-2.673461"
"WN6 8LP","53.562682","-2.665822"
"WN6 8LQ","53.56199","-2.670627"
"WN6 8LR","53.560772","-2.67793"
"WN6 8LS","53.562062","-2.665872"
"WN6 8LT","53.563235","-2.674768"
"WN6 8LU","53.563257","-2.675554"
"WN6 8LW","53.563833","-2.665734"
"WN6 8LX","53.564437","-2.67512"
"WN6 8LY","53.56497","-2.677876"
"WN6 8LZ","53.562908","-2.665599"
"WN6 8NA","53.563623","-2.666486"
"WN6 8NB","53.563303","-2.664065"
"WN6 8ND","53.563299","-2.66642"
"WN6 8NE","53.560469","-2.653226"
"WN6 8NF","53.559958","-2.651271"
"WN6 8NG","53.560604","-2.651462"
"WN6 8NH","53.561948","-2.652343"
"WN6 8NJ","53.56251","-2.653077"
"WN6 8NL","53.56321","-2.653208"
"WN6 8NN","53.562778","-2.651722"
"WN6 8NP","53.561621","-2.651357"
"WN6 8NQ","53.561189","-2.64969"
"WN6 8NR","53.561592","-2.653259"
"WN6 8NS","53.56209","-2.655969"
"WN6 8NT","53.561957","-2.655635"
"WN6 8NU","53.560926","-2.655166"
"WN6 8NW","53.5622","-2.652256"
"WN6 8NX","53.560867","-2.654425"
"WN6 8NY","53.559927","-2.654787"
"WN6 8NZ","53.560397","-2.654856"
"WN6 8PA","53.559845","-2.657172"
"WN6 8PB","53.55925","-2.657419"
"WN6 8PD","53.560448","-2.658676"
"WN6 8PE","53.561071","-2.657598"
"WN6 8PF","53.560632","-2.657864"
"WN6 8PH","53.561285","-2.658523"
"WN6 8PJ","53.55934","-2.659157"
"WN6 8PL","53.560326","-2.660591"
"WN6 8PN","53.559225","-2.657057"
"WN6 8PQ","53.561505","-2.657771"
"WN6 8PR","53.567934","-2.69657"
"WN6 8PW","53.559324","-2.655518"
"WN6 8PY","53.567207","-2.680674"
"WN6 8QA","53.558916","-2.660977"
"WN6 8QB","53.559243","-2.660333"
"WN6 8QD","53.560031","-2.662474"
"WN6 8QE","53.559541","-2.661787"
"WN6 8QF","53.559082","-2.66181"
"WN6 8QG","53.558703","-2.662211"
"WN6 8QH","53.56418","-2.648422"
"WN6 8QJ","53.564399","-2.649467"
"WN6 8QL","53.564865","-2.648191"
"WN6 8QN","53.561196","-2.643409"
"WN6 8QP","53.560694","-2.648202"
"WN6 8QQ","53.564466","-2.647203"
"WN6 8QR","53.560968","-2.647346"
"WN6 8QS","53.561073","-2.646306"
"WN6 8QT","53.562079","-2.646306"
"WN6 8QU","53.561792","-2.647947"
"WN6 8QW","53.564234","-2.645101"
"WN6 8QX","53.562367","-2.648017"
"WN6 8QY","53.562771","-2.649804"
"WN6 8QZ","53.563131","-2.649659"
"WN6 8RA","53.563554","-2.65122"
"WN6 8RB","53.563317","-2.651791"
"WN6 8RD","53.562068","-2.64999"
"WN6 8RE","53.56228","-2.650733"
"WN6 8RF","53.561209","-2.647622"
"WN6 8RG","53.561453","-2.645738"
"WN6 8RH","53.56375","-2.646528"
"WN6 8RJ","53.562812","-2.645381"
"WN6 8RL","53.563216","-2.644903"
"WN6 8RN","53.562521","-2.64275"
"WN6 8RP","53.588793","-2.692836"
"WN6 8RQ","53.563358","-2.645978"
"WN6 8RR","53.589385","-2.695941"
"WN6 8RS","53.587292","-2.700606"
"WN6 8RT","53.565181","-2.647228"
